theta,k,L,Qd,n,u,M,Qeq,Qstar,Qoa,region_eq,fstar_cournot
3007.06215,38274.1941,1631683.55,352774.891,5,0.610727897,8.89411855,0,0,0,0,-35564.1557
179558.992,897015.664,2585374.47,28247.7814,4,0.353010059,17.3924675,0,0,0,0,-717728.702
140831.775,870958.728,380871.275,36650.0883,2,4.46939913,1.72890068,0,0,0,0,-730634.335
1586037.92,161324.045,1080239.94,13122.2197,4,1.39899194,1.86649486,9426.80723,11783.0205,11783.509,2,-355992.043
1259.44273,653551.238,6334993.87,882866.044,9,0.212310594,8.78399888,0,0,0,0,-652692.685
58837.8391,40502.8189,448320.373,416012.802,8,6.65087159,4.86189517,105778.363,114578.249,119000.659,2,-1451.38635
89389.2651,485133.489,7076783.7,14247.6326,3,0.672098114,9.95866626,0,0,0,0,-397161.897
58718.3384,195110.096,339343.851,15600.9009,10,4.20772812,20.4502241,0,0,0,0,-136817.351
541676.74,70504.5258,334907.771,104694.447,6,1.28898366,11.8306818,78025.1934,91014.6632,91029.3923,1,-78418.3367
31417.9179,214907.891,9076390.91,118476.629,6,1.75031774,4.25436997,0,0,0,0,-188225.165
635.757583,60533.3483,2613801.73,126686.577,7,2.23187083,22.4857872,0,0,0,0,-61636.3889
16318.0541,61110.8918,4347491.89,803690.035,3,0.946203346,3.38110258,0,0,0,0,-46018.9514
205094.372,95787.3756,7199971.21,50581.704,9,1.16916189,4.74234161,23620.1883,26112.388,26244.6536,1,-11268.4015
687.098697,68264.338,2376980.83,113703.57,4,0.411172557,10.8814024,0,0,0,0,-67868.5506
652.459538,32189.4467,309562.946,115046.939,2,0.760478971,18.6612466,0,0,0,0,-31607.1559
2196561.73,309891.009,544092.424,440408.148,7,1.02122496,1.34489728,330897.911,378093.892,378169.041,2,-269072.288
1120104.42,103741.171,5452749.3,891735.075,9,1.36959101,4.67420888,719215.765,790942.629,799128.627,2,-101139.175
3412.75231,200415.877,2497494.11,676027.32,7,0.378158725,3.77899466,0,0,0,0,-197284.63
734955.727,160850.232,9636284.82,36067.6278,4,1.34829437,4.9731147,22362.4015,27910.2925,27953.0018,1,-141469.152
18725.1634,71729.3189,687449.404,515910.119,2,1.29377056,6.8604139,0,0,0,0,-53269.253
335.381266,937649.317,1557425.17,25090.6498,6,1.33629903,13.1435024,0,0,0,0,-937934.259
266421.481,761623.961,893968.634,48549.1864,5,0.571166079,6.96692346,0,0,0,0,-495354.672
1628.69139,75066.6772,732812.287,775872.586,5,1.93180476,1.19888333,0,0,0,0,-73859.9382
84679.5417,56911.9739,2863628.45,38125.2952,3,0.841751163,2.60687789,9116.57523,12112.4879,12155.4336,1,-8888.94518
4318.85246,53891.3163,1345822.97,96302.7329,10,0.859164429,2.519914,0,0,0,0,-49917.1086
904191.351,482330.084,4779233.25,185720.161,6,1.20918047,9.97387612,73816.1016,85920.1167,86118.7851,1,-68892.3692
3030.59225,579475.52,1348913.68,16364.642,10,0.894309741,4.81175435,0,0,0,0,-576804.495
1944057.5,477320.197,8107942.23,239857.093,10,1.16681787,2.519914,163865.927,179867.26,180252.52,2,-142949.979
15634.5506,103122.412,1804608.72,559476.102,2,0.413346568,15.6445501,0,0,0,0,-87710.1948
694876.908,149466.376,863837.956,24571.9173,3,1.43997075,1.10008323,14453.9809,19269.6846,19271.9745,2,-181593.572
183847.731,125089.58,329331.263,508420.79,5,0.628333407,7.96568599,135134.041,161989.509,162160.849,2,-11664.8718
138289.7,50217.4817,3358939.94,17098.6902,10,1.83429824,13.0547894,9680.41658,10620.2652,10648.4582,1,-8372.42548
1614259.95,253146.798,1234447.32,378780.836,2,1.30033938,10.1398111,212706.648,318844.71,319059.972,2,-678940.374
2100.98666,853790.449,1899691.73,75896.2944,4,0.465714187,14.2501897,0,0,0,0,-851953.162
182083.447,65443.462,1353838.33,31060.5586,10,1.12374603,1.34101188,18009.694,19796.9201,19810.6634,2,-11529.9894
161873.869,47381.8326,318142.169,12470.7727,8,0.618407123,2.36061108,7836.19901,8815.2097,8815.72389,1,-14296.6657
827.90439,183562.78,1157761.91,353250.562,4,1.61403697,7.24136364,0,0,0,0,-183291.857
158871.655,112725.028,2030647.44,165419.991,9,2.11006462,69.3988687,41724.0186,45924.7592,46360.0206,1,-4517.42415
809094.599,289317.867,1138607.23,339756.868,6,0.719073998,13.4583393,186885.681,217896.98,218033.294,2,-86209.8358
124139.84,680439.184,3729778.62,82681.1512,2,0.74560241,6.3316362,0,0,0,0,-557128.235
2944.83294,597352.707,332554.282,11175.5792,2,2.12146784,16.4974026,0,0,0,0,-594618.158
4286.2417,120635.764,2349282.15,119746.323,7,0.840936612,1.89484899,0,0,0,0,-116938.374
1364.1392,64744.0867,8066890.63,20732.351,9,1.64016851,6.40569153,0,0,0,0,-67323.6315
27749.3494,60795.6657,9104757.84,46487.7709,7,0.873549599,13.3261972,0,0,0,0,-35416.9445
45365.1453,680561.998,6998171.71,464671.377,8,2.17052423,14.8977734,0,0,0,0,-639724.335
867.368489,180072.359,7889346.16,25814.2382,7,0.385706599,3.77273168,0,0,0,0,-180111.987
2639174.24,190342.017,414264.818,20296.0689,5,0.526126672,10.1422102,15693.1045,18831.6393,18831.7253,1,-489740.032
202317.603,102833.559,889718.689,421907.905,6,5.51563294,19.714606,172152.614,197216.468,200844.716,1,-14271.016
37331.8874,60070.6472,785741.243,92050.6637,8,0.841018242,12.3520999,0,0,0,0,-22935.7263
1586.26913,121066.72,1417422.67,385372.195,8,0.588162429,17.4974596,0,0,0,0,-119728.938
937.419211,374045.485,3511960.45,95835.938,9,1.6695508,4.61280477,0,0,0,0,-374855.725
882142.286,164673.617,462819.89,11549.1124,7,0.575227486,1.54355329,8218.07878,9391.9683,9392.09003,2,-102473.562
743913.276,547224.231,5854193.52,79912.0351,4,2.04194988,1.5277453,16559.7601,20629.967,20699.7002,2,-47468.25
671.895385,123633.2,666213.491,174815.25,5,0.202092738,5.24697371,0,0,0,0,-123001.435
513373.356,123427.317,7954169.11,327376.146,8,0.946998042,3.1720598,217948.121,243093.47,245191.636,2,-44730.2478
797.307025,639601.576,413166.038,19836.9338,5,1.20574338,6.84261736,0,0,0,0,-638952.756
3258.5574,63399.3085,741516.213,66678.9374,10,1.8696914,8.77022271,0,0,0,0,-60553.987
9395.61868,106690.307,5501976.76,112202.206,4,1.46161473,6.50491438,0,0,0,0,-99691.6395
4377.57031,567320.757,2895893.1,312127.035,7,0.780536752,15.1891237,0,0,0,0,-563616.913
456088.329,84184.4762,1382672.78,328037.276,3,0.771518838,12.5756899,200178.262,266535.7,266904.349,2,-123177.65
31191.4534,214680.772,1750123.92,35676.1673,6,1.06314148,4.74234161,0,0,0,0,-184043.903
37177.713,858683.469,3637989.26,202659.268,3,0.96024982,3.96267314,0,0,0,0,-822547.001
177866.133,657858.841,938913.51,238167.23,2,2.05475815,5.81946892,0,0,0,0,-480567.742
334.728315,209033.204,2192162.52,77794.8466,4,0.361503017,8.33544005,0,0,0,0,-208934.682
27884.6683,812899.298,7982586.14,18312.8476,9,1.25673174,3.83219372,0,0,0,0,-788004.785
1717.60781,37467.4718,4706030.32,70822.4048,10,1.47694402,6.5556871,0,0,0,0,-37821.561
14367.6358,531692.68,463901.585,158861.247,10,1.4440578,33.029574,0,0,0,0,-517524.716
847.805438,81427.0212,8334899.22,21186.234,5,2.71797851,6.2984312,0,0,0,0,-87331.5487
31074.1954,631871.167,3035403.63,82955.08,3,0.457244349,100.08173,0,0,0,0,-601210.659
803650.998,38839.5556,488294.644,119333.245,8,1.6602188,4.57096157,100894.59,113480.474,113506.414,2,-95374.6532
474509.406,126980.22,4734313.61,50106.6793,3,1.06102982,6.5556871,27379.7013,36462.8662,36506.2685,1,-114795.452
5172.79468,165764.665,333439.712,122421.214,2,0.403597324,6.66967522,0,0,0,0,-160631.982
2059386.16,39710.7916,2118200.94,53439.8434,2,0.582666275,10.7319218,34931.2762,52393.4062,52396.9142,1,-1009450.96
8138.75886,50096.6554,4400944.52,183191.999,6,0.407194626,14.5477064,0,0,0,0,-42492.0369
157154.65,135110.629,799917.7,106588.659,10,3.41736207,3.76853748,13047.5955,14272.1592,14352.355,1,-1992.43992
497078.738,143484.674,951797.179,49603.0125,2,1.15461965,16.4821567,23496.9469,35236.6739,35245.4203,1,-176501.754
499209.027,110600.547,2442433.94,285516.679,2,4.03084126,8.28505308,145631.579,216251.071,218447.368,2,-187020.596
2238123.66,188196.289,7333966.37,336664.641,9,0.907551177,7.99895041,276770.673,306971.981,307522.97,2,-223472.276
4459.59083,621461.908,466745.318,15117.3136,9,0.856553977,10.7178278,0,0,0,0,-617121.481
48081.9114,39491.3006,6991441.41,17030.6405,9,0.819675055,4.8249537,2186.30664,2383.18458,2429.2296,1,-619.772426
30234.4179,52592.5707,3459094.94,392118.485,10,2.41615433,11.3253799,0,0,0,0,-24849.2728
1784667.22,55170.8058,1200897,296371.968,10,1.85818514,17.5257773,260831.86,286723.899,286915.046,2,-171616.175
365.865999,404270.107,398692.701,335711.49,6,0.568088012,11.2804875,0,0,0,0,-403971.75
729789.978,515639.267,478867.555,775380.046,3,0.343633739,3.6746184,170555.723,227335.429,227407.631,2,-71276.5846
2158.60797,522280.472,1049159.95,11048.5422,5,1.57408447,21.4416676,0,0,0,0,-520614.104
564.920997,144009.298,539281.076,69820.6681,4,0.552312748,3.00343173,0,0,0,0,-143533.155
586775.765,563167.27,4364361.63,304361.304,10,1.66564569,2.60047643,10045.0531,10908.8603,11049.5584,1,-1843.84545
133218.62,745894.493,4045956.71,630486.412,10,1.08371492,8.50607238,0,0,0,0,-613982.777
1795517.19,272861.836,787109.733,35078.1337,10,1.18774838,17.8144506,27037.2547,29739.6974,29740.9801,1,-152165.444
16159.7608,77958.9955,2748662.02,680066.3,5,0.958706689,22.6206161,0,0,0,0,-62584.6775
1225448.1,59311.6911,461790.137,71819.1129,4,2.28300026,4.56838902,54653.8615,68308.8533,68317.3269,2,-291274.792
46443.0023,31181.8672,1801880.04,25004.6933,3,1.35102107,8.85681745,5856.08078,7766.12511,7808.10771,1,-4740.97323
235111.437,537591.255,336994.956,273297.837,6,0.920610324,19.9595018,0,0,0,0,-302572.289
96737.1688,40342.5563,6000579.64,227015.423,5,1.57731935,5.57559617,100880.503,116340.729,121056.604,2,-8210.29203
772290.321,261234.025,911748.579,12420.3387,2,1.25048933,14.8280725,5475.54848,8212.71986,8213.32273,1,-255302.002
1083.2904,82758.1302,363833.442,943013.735,3,3.07520745,17.8464354,0,0,0,0,-82008.3311
1707.45949,330444.066,8066903.14,16452.7894,9,2.21928182,3.54512001,0,0,0,0,-334072.741
123745.278,680843.534,1359131.51,48469.7877,6,0.410999195,7.86631933,0,0,0,0,-557264.754
307533.853,263301.293,688293.648,24546.0813,3,1.19851239,25.845789,2632.82544,3508.80666,3510.43392,1,-14635.0398
2161.14446,81146.0875,320574.452,26354.1343,3,0.383412987,24.7159586,0,0,0,0,-79021.5786
20853.3347,173704.905,2171043.48,953155.494,7,0.771066874,3.7255483,0,0,0,0,-153350.533
19403.6608,53555.9514,2901728.27,40276.8882,6,0.353202132,21.0283154,0,0,0,0,-34457.774
904.650156,48276.807,8446408.32,92360.833,4,1.22509738,3.61140099,0,0,0,0,-50456.411
17644.5302,126301.82,9655779.46,553429.251,7,1.25651225,3.93077592,0,0,0,0,-112273.565
3135.66435,101898.693,1953719.55,255760.557,10,0.738984228,6.48029507,0,0,0,0,-99193.3615
105368.13,152261.325,574633.969,102750.145,4,0.619348329,2.61295798,0,0,0,0,-46999.2742
3061.25979,185651.741,2613086.31,249767.471,2,0.892610494,11.4114237,0,0,0,0,-183285.703
948.151286,56433.8466,758637.387,142033.181,6,0.912503966,3.10473939,0,0,0,0,-55692.032
209845.577,460628.041,435877.591,192222.853,2,0.596347218,37.2157567,0,0,0,0,-250859.94
671.959639,578500.55,4620743.21,16177.5587,5,1.03863125,4.01001683,0,0,0,0,-579259.067
354.640543,185353.162,3768657.76,109567.439,5,1.0440553,16.3729976,0,0,0,0,-186171.305
412.495619,297072.662,1592253.39,35665.9549,9,0.611117692,1.1548035,0,0,0,0,-296950.198
223212.987,164718.763,474335.681,328714.031,2,0.910947539,3.77899466,57237.9377,85750.4898,85856.9066,2,-29074.2034
2455.94304,253350.555,482156.828,34061.4799,6,0.64868295,5.58668675,0,0,0,0,-250987.836
69658.8782,43870.4882,1988789.9,48279.3124,5,0.827498878,12.010027,14582.3821,17443.1969,17498.8585,1,-4963.0093
764355.296,703115.704,6221985.51,37582.0312,3,0.71228232,9.27596347,2208.73682,2939.8135,2944.98242,1,-19832.6559
1551892.53,77788.2399,2923663.75,883843.986,4,0.506721282,3.99078166,670450.452,836824.01,838063.065,2,-365692.213
1403892.27,711779.273,4004870.45,38979.1222,7,0.940956453,14.1767255,16784.1405,19176.4452,19181.8749,1,-98489.2899
821671.722,124335.142,2091257.22,54235.1898,9,1.53458001,5.13324026,41353.4785,45927.49,45948.3094,1,-77024.9669
27938.369,180084.623,304848.799,51840.3409,8,2.57664642,6.41332617,0,0,0,0,-152380.379
4619.10512,607588.038,310849.81,783672.163,8,1.8181293,4.2064439,0,0,0,0,-603137.387
74748.3308,280383.045,908287.073,201659.074,5,0.468871824,0.566458959,0,0,0,0,-205761.65
38802.9942,307226.124,415080.115,283432.853,7,1.18396451,27.0545998,0,0,0,0,-268569.609
1487.28477,131427.164,3510303.16,21284.4225,6,0.696550687,1.1699988,0,0,0,0,-130668.673
2349.9549,89576.6238,1670162.67,103251.674,8,1.29553933,10.0548028,0,0,0,0,-87871.6052
15211.5883,940669.94,1243309.14,298035.601,5,0.71373944,8.38503968,0,0,0,0,-925722.852
47056.1622,218176.163,9856864.99,15807.9633,4,1.9989081,15.5358629,0,0,0,0,-176992.718
4045.55254,593966.765,2552341.48,18975.3118,3,0.698934071,2.06200477,0,0,0,0,-590452.932
927834.063,107600.816,1445595.93,33765.6454,10,0.781667178,3.98471197,27123.1467,29832.5669,29835.4614,1,-81902.1468
21271.4264,103971.859,403483.774,38966.4113,7,2.50672772,3.7197839,0,0,0,0,-83001.8998
28305.268,139867.882,891019.346,26458.6751,6,0.692696326,4.30176842,0,0,0,0,-111746.58
14788.6615,95100.7034,1091053.76,331162.22,4,0.17017584,10.5847457,0,0,0,0,-80367.3836
7125.93874,383278.795,7307127.62,768919.603,10,1.47410107,7.42223246,0,0,0,0,-379363.421
469.778732,49794.7964,2965782.31,306662.23,7,4.53663645,14.6297616,0,0,0,0,-53335.3534
249734.035,35071.6353,596643.423,20172.1632,7,0.405059271,8.34943355,15166.2531,17331.91,17332.8607,1,-30642.3146
5810.36988,177071.05,688988.463,393721.135,5,0.854451256,6.31056848,0,0,0,0,-171436.152
191757.656,66788.85,4298274.69,170045.867,4,2.86630405,7.11714853,84449.3137,103437.497,105561.642,2,-27273.195
112122.636,904759.361,1628269.05,313007.242,10,1.07563734,26.3071223,0,0,0,0,-793158.761
1362067.68,318898.9,5126773.64,634473.452,8,1.94274908,6.32027426,427264.539,476779.229,480672.607,2,-120546.357
623.899085,135430.403,9104480.35,42531.6733,4,0.721422415,15.9960678,0,0,0,0,-136764.231
1531.82892,765101.23,601281.867,326448.843,8,1.68926267,14.1520446,0,0,0,0,-763872.15
5380.35603,396803.506,1599795.3,326181.809,10,1.03067587,4.2514874,0,0,0,0,-391914.617
32742.2429,608734.49,5129952.61,864016.829,7,0.772174663,14.7682917,0,0,0,0,-577172.938
194117.649,247459.614,443683.746,715570.996,6,0.857700776,13.1435024,0,0,0,0,-53455.3923
758102.808,184702.594,1106358.62,14046.339,6,0.99274522,10.445841,9100.86652,10616.9236,10617.6776,1,-95464.6635
15466.4535,278944.453,511792.723,328455.324,3,2.99574524,9.67951709,0,0,0,0,-263934.99
1142952.79,675949.692,5255170.56,48889.5677,8,0.416337307,17.9130211,17728.7344,19939.8455,19944.8262,1,-58162.8528
2043.55009,39584.2972,355198.187,280660.737,8,1.9685377,10.8848991,0,0,0,0,-37749.1587
708.558487,111076.369,510694.901,105121.206,9,2.36649689,16.0921875,0,0,0,0,-110728.036
494675.882,212503.023,8313077.14,19678.5033,9,1.22120123,2.52433356,9987.17109,11081.5787,11096.8568,1,-30589.2976
15686.2827,50969.7852,3785115.4,108757.51,6,1.62651036,1.42406262,0,0,0,0,-37118.5336
16626.3101,271402.202,3684504.13,91102.9569,3,2.66515965,13.9976148,0,0,0,0,-257702.804
1260.77725,54810.5914,764588.508,169377.102,10,1.56528983,5.68876549,0,0,0,0,-53906.5363
213896.117,142391.161,9633735.52,135066.259,4,0.839566508,13.9226684,34597.4097,42776.6908,43246.7622,1,-16334.7692
1445481.39,38957.3551,499161.491,21022.0323,9,1.17295848,8.04097268,18407.3621,20452.1638,20452.6246,1,-156225.852
5342.33529,128386.411,1982461.33,107950.358,9,0.437916056,6.76941758,0,0,0,0,-123302.839
1464392.27,146556.807,4758008.49,62379.1362,10,0.711715152,6.37281518,50981.0747,56062.4668,56079.1821,1,-131250.859
370431.283,310811.916,582089.049,318400.785,4,3.80860623,3.90509566,40408.2308,50309.1088,50510.2886,2,-14446.1084
2853.04328,787498.21,381740.281,179011.88,7,0.378589577,9.5449956,0,0,0,0,-784688.244
30938.8354,60598.6988,3248206.94,10767.7048,6,0.894026995,8.14997001,0,0,0,0,-30525.4326
549.868453,53695.5444,9341259.61,13559.7224,5,0.398524533,3.1041409,0,0,0,0,-54255.2798
5802.37566,614161.392,317216.725,107397.548,7,0.554477685,11.6109283,0,0,0,0,-608411.442
4088.76231,218385.966,528649.21,19527.1056,6,0.350382333,5.68428099,0,0,0,0,-214352.414
2419126.42,181688.415,427657.834,233299.576,6,1.43376954,7.4111836,184918.163,215714.624,215737.857,2,-372594.787
1011.359,283229.262,760213.905,974330.921,9,0.715032185,14.5683168,0,0,0,0,-282379.923
25408.9667,33380.7431,655874.207,11572.2249,10,0.776368844,25.0492692,0,0,0,0,-8123.5499
2079193.12,38584.1992,3165924.67,37425.1431,5,0.40379772,3.82733058,30601.924,36720.414,36722.3088,2,-407919.253
130956.702,117385.565,2605528.83,19471.2654,4,1.85861323,7.82072832,1440.76533,1785.33221,1800.95666,1,-2900.40981
1097582.1,293622.426,5898786.27,10941.7312,9,0.872894458,11.9071285,7198.75309,7996.9462,7998.61455,1,-88972.3617
784.493211,585516.124,816913.297,815051.43,7,0.389424241,7.37360451,0,0,0,0,-584826.452
582.326092,95002.4323,1535709.62,21204.8516,5,1.11113701,11.5982452,0,0,0,0,-94928.7154
933623.996,885086.355,7255230.52,606866.596,6,1.93947241,3.507905,24320.1337,27771.8833,28373.4894,1,-6293.66115
532.087665,132814.286,597330.857,864312.916,10,2.00734737,21.2308413,0,0,0,0,-132639.59
561998.856,414701.446,7239454.33,66570.9143,7,1.19572402,7.36925237,14972.8842,17062.4957,17111.8677,1,-20196.7008
1487.40091,74534.1742,2823730.41,27626.3679,10,1.14992306,14.8234307,0,0,0,0,-74014.6042
345512.303,279902.747,2106634.54,294590.278,8,1.80824051,13.9226684,48590.0444,54299.3365,54663.8,1,-7575.66145
132468.768,925685.688,6981958.97,12843.6727,10,5.15096933,26.7094466,0,0,0,0,-803936.4
1067.7203,86833.3666,2130155.2,25617.945,4,0.473608485,6.42622579,0,0,0,0,-86066.3496
49256.2976,63089.5285,827044.64,38949.099,5,2.01883684,17.1412179,0,0,0,0,-14330.8965
16257.7933,699948.159,328497.225,45039.6332,9,0.342604031,5.67022698,0,0,0,0,-683723.911
26565.5591,147494.364,756316.343,45765.0039,4,1.91046379,4.45164188,0,0,0,0,-121359.48
959.872264,335428.369,651177.046,56978.3312,9,0.639935589,6.51003391,0,0,0,0,-334592.703
371.350044,51823.0285,763080.942,92693.551,3,1.43768982,18.6612466,0,0,0,0,-51778.6751
89176.2282,77748.0675,9664628.96,960816.529,6,1.90985949,24.2695251,40690.5614,35587.8762,47472.3217,1,743.195601
282528.916,78577.328,2009815.7,96210.3521,10,0.630257715,17.8464354,62974.3445,69211.9845,69271.779,1,-20164.1086
64000.1609,217749.255,989557.866,12263.4883,4,1.17480189,5.67344347,0,0,0,0,-154095.602
2081.08879,383846.156,3403144.89,37782.4019,4,1.48446014,7.69562605,0,0,0,0,-383270.83
1002.92254,444218.563,1052307.67,14852.358,10,0.429525769,9.16518844,0,0,0,0,-443350.363
1192.1148,662654.094,1740981.15,820783.64,8,0.487334594,2.83431329,0,0,0,0,-661714.867
2891554.31,79278.3422,1427785.84,10813.3039,5,0.265067852,27.9493557,8763.65468,10516.3334,10516.3856,1,-562415.884
371.525479,254290.681,7862686.31,116200.425,4,1.23515916,26.285753,0,0,0,0,-256813.84
10833.9327,132145.432,361258.829,522715.632,10,3.27164863,9.13629488,0,0,0,0,-121663.783
1078052.55,253717.755,1063748.35,31187.592,2,1.89336419,24.6354259,15885.2478,23824.3779,23827.8716,1,-411686.069
1054.88713,130660.275,5978775.38,27994.093,2,5.25107486,6.22348306,0,0,0,0,-138963.062
368456.378,171899.926,1496873.18,385181.704,10,0.464865733,2.86957831,186366.5,204731.525,205003.15,2,-19348.7294
434198.529,36062.7076,6470204.74,932375.513,2,0.212631241,25.0492692,566466.707,845334.085,849700.061,2,-195797.453
2067134.39,381345.387,1097472.43,262266.289,10,0.910963485,13.9250382,194362.259,213749.088,213798.485,2,-168120.73
356695.177,694343.732,2918667.92,561295.936,3,0.968678235,22.4857872,0,0,0,0,-338491.253
941.238317,517465.387,387490.55,17725.1133,3,1.38770348,5.62813565,0,0,0,0,-516684.424
402171.389,161383.859,463666.025,757836.875,4,1.0637246,24.2243849,362179.198,451978.995,452723.998,2,-59665.1329
1881058.54,195188.676,460043.36,94922.6893,2,0.29869439,5.36482998,56713.276,85068.7612,85069.9139,2,-842880.186
354.332624,180328.444,3077215.05,20352.769,6,0.72984786,22.6206161,0,0,0,0,-180643.53
476331.112,449306.59,3215961.18,15976.407,6,0.367418381,4.7844074,766.751208,893.743375,894.543075,1,-4417.56984
122809.241,124178.061,1424124.48,63021.5531,2,0.265235373,2.83431329,0,0,0,0,-1481.40678
80940.3032,723909.8,3850509.21,211261.161,5,0.667322381,6.8604139,0,0,0,0,-643735.377
465.444179,486451.973,596430.308,14520.8919,9,0.494718368,3.67239276,0,0,0,0,-486074.476
21453.9581,84607.7185,5856653.8,66994.5458,3,1.88991925,4.49038356,0,0,0,0,-66452.8968
304220.98,150337.473,1717284.17,953980.858,5,1.07812041,6.04372166,396686.916,471217.491,476024.3,2,-28808.3535
1867.69159,316548.066,4118233.66,487769.354,10,0.61271158,12.1311193,0,0,0,0,-315432.473
108297.083,596721.439,4114058.2,15126.0223,10,0.202433131,3.45114387,0,0,0,0,-488672.589
